Clone	Target	Chromosome	Position	Bad_P	Log2Rat	RawRat	Log2StdDev	NReplic	FISH_2	FISH	WI_cR	WI_cM	WI-RH	G3	GB4	cM_MGD	CM	MARKER_NAMES	MAP_SOURCE	MAPPING_NAME	DNASOURCE_DESCRIPTION	CLONENOTES	KB_POSITION	WELL_ID	USER_CLONE_ID
RP11-95J4	HumArray1H4_H18	9	1149	0	0.164011	1.120398	0.016412	3	32	9q32				3842				SHGC-923;Z16939	fishClones.txt	RP11-95J4	MSD19		124846	HumArray1H4_H18	RP11-95J4
RP11-10I9	HumArray1H4_I21	9	1150	0	-0.054040	0.963235	0.020476	3		9q32				3878				SHGC-13420;AF001687.1	fishClones.txt	RP11-10I9	MSD19		125563	HumArray1H4_I21	RP11-10I9
RP11-46P18	HumArray1H4_R34	9	1151	0	0.155004	1.113425	0.023982	3	31	9q32-9q33				3896				SHGC-8827;G17350	fishClones.txt	RP11-46P18	MSD23		126449	HumArray1H4_R34	RP11-46P18
RP11-9M16	HumArray1H4_I36	9	1152	0	0.031724	1.022233	0.015337	3	3	9q32-9q33				3907				SHGC-4320;G08730	fishClones.txt	RP11-9M16	MSD19		126629	HumArray1H4_I36	RP11-9M16
RP11-16A3	HumArray1H4_I18	9	1153	0	-0.006890	0.995236	0.011393	3	q33	9q32				3930				SHGC-14379;G17387	fishClones.txt	RP11-16A3	MSD19		126880	HumArray1H4_I18	RP11-16A3
RP11-46E19	HumArray1H4_Q16	9	1154	0	0.071654	1.050921	0.037414	2	3	9q33				3943				SHGC-32411;F02561	fishClones.txt	RP11-46E19	MSD22		127191	HumArray1H4_Q16	RP11-46E19
RP11-44C14	HumArray1H4_A11	9	1155	0	0.029893	1.020936	0.011851	2	3	9q33				4003				SHGC-35708;U28727.1	fishClones.txt	RP11-44C14	MSD15		128653	HumArray1H4_A11	RP11-44C14
RP11-229N14	HumArray1H4_J9	9	1156	0	-0.012167	0.991602	0.013834	3		9q33				4047				SHGC-8898;G17358	stsMap.txt	SHGC-8898	MSD19		129240	HumArray1H4_J9	RP11-229N14
RP11-150L1	HumArray1H4_I26	9	1157	0	0.018529	1.012926	0.027263	3	3	9q33				4079				SHGC-20572;Z54058	fishClones.txt	RP11-150L1	MSD19		130039	HumArray1H4_I26	RP11-150L1
RP11-102F20	HumArray1H4_H24	9	1158	0	0.070937	1.050398	0.040312	2	3	9q33				4139				SHGC-18078;G08751	fishClones.txt	RP11-102F20	MSD19		130598	HumArray1H4_H24	RP11-102F20
RP11-85P21	HumArray1H4_H31	9	1159	0	0.042772	1.030091	0.022954	3	33	9q33				4173				SHGC-1974;Z23447	fishClones.txt	RP11-85P21	MSD19		132552	HumArray1H4_H31	RP11-85P21
RP11-13C11	HumArray1H4_M29	9	1160	0	0.027548	1.019278	0.013021	3	33	9q33				4219				SHGC-8113;G17332	fishClones.txt	RP11-13C11	MSD20		136610	HumArray1H4_M29	RP11-13C11
RP11-62A6	HumArray1H4_O31	9	1161	0	0.053831	1.038017	0.020078	3		9q33-9q34				4233				SHGC-34240;R69842	fishClones.txt	RP11-62A6	MSD22		137898	HumArray1H4_O31	RP11-62A6
RP11-17O4	HumArray1H4_I15	9	1162	0	-0.071879	0.951398	0.016593	3		9q34.2				4680				SHGC-215;Z16527	stsMap.txt	RH13222	MSD19		143522	HumArray1H4_I15	RP11-17O4
CTD-2280C3	HumArray1H5_G35	9	1163	0	0.068884	1.048905	0.017425	3		9q34.2					399.85			stSG41493;DYT1	refflat.txt	DYT1	MSD32		143726	HumArray1H5_G35	CTD-2280C3
RP4-763A4	HumArray1S1_F8	9	1164	0	-0.024238	0.983340	0.019029	3	9q34.2	9q34.1								SHGC-31497	stsMap.txt	SHGC-31497	MSD33		145069	HumArray1S1_F8	RP4-763A4
RP11-130E20	HumArray1H4_I25	9	1165	0	-0.033982	0.976721	0.023562	3	31	9q34.2				4913				SHGC-276;AB011087	fishClones.txt	RP11-130E20	MSD19		145697	HumArray1H4_I25	RP11-130E20
RP11-40A7	HumArray1H4_A14	9	1166	0	-0.015597	0.989247	0.022393	3	4.2	9q34.2				4903				SHGC-34480;R91271	fishClones.txt	RP11-40A7	MSD15		145741	HumArray1H4_A14	RP11-40A7
CTD-3145B15	HumArray1S1_B28	9	1167	0	0.059367	1.042008	0.013270	3	3	9q34								AF013168;stSG3851	refflat.txt	TSC1	MSD35		146742	HumArray1S1_B28	CTD-3145B15
CTD-2063K20	HumArray1H5_G30	9	1168	0	-0.029497	0.979762	0.008285	3	9q34.2	9q34								D9S1337;VAV2	fishClones.txt	CTD-2063K20	MSD32		147988	HumArray1H5_G30	CTD-2063K20
GS1-135I17	HumArray1S1_B29	9	1169	0	-0.100091	0.932974	0.010611	3	37;VAV2	9 q tel								9 q tel	TELOMERE		MSD35		150000	HumArray1S1_B29	GS1-135I17
GS1-23B11	HumArray1S1_B30	10	1170	0	0.034983	1.024545	0.014118	3	el	10 p tel								10 p tel	TELOMERE		MSD35		0	HumArray1S1_B30	GS1-23B11
RP11-69N2	HumArray1H4_C1	10	1171	0	-0.045130	0.969203	0.013363	3	V2	10p15				0				SHGC-533;M78283	INTERPOL_G3		MSD16		50	HumArray1H4_C1	RP11-69N2
RP11-10D13	HumArray1H3_B31	10	1172	0	-0.033894	0.976780	0.013276	3	31	10p15.2-10p15.3				5				SHGC-1079;Z17255	fishClones.txt	RP11-10D13	MSD4		117	HumArray1H3_B31	RP11-10D13
RP11-180C18	HumArray1H4_C3	10	1173	0	-0.005915	0.995909	0.006458	3	5.3	10p15.3				54				SHGC-2022;Z23805	fishClones.txt	RP11-180C18	MSD16		1774	HumArray1H4_C3	RP11-180C18
RP11-111O7	HumArray1H4_C2	10	1174	0	-0.004582	0.996829	0.021667	3	5.3	10p15				34				SHGC-2048;Z24338	fishClones.txt	RP11-111O7	MSD16		1868	HumArray1H4_C2	RP11-111O7
RP11-6H14	HumArray1H3_E26	10	1175	0	-0.090167	0.939414	0.003220	2		10p15				81				SHGC-17481;X91620	fishClones.txt	RP11-6H14	MSD6		2618	HumArray1H3_E26	RP11-6H14
RP11-23O12	HumArray1H4_C4	10	1176	0	0.005623	1.003905	0.039218	3	15	10p15.2				117				SHGC-11812;T10692	stsMap.txt	RH8697	MSD16		4376	HumArray1H4_C4	RP11-23O12
RP11-59D4	HumArray1H3_K5	10	1177	0	-0.055204	0.962458	0.039805	2		10p15				143				SHGC-3841;Z24285	fishClones.txt	RP11-59D4	MSD8		4938	HumArray1H3_K5	RP11-59D4
RP11-77O20	HumArray1H4_C5	10	1178	0	-0.035838	0.975465	0.014470	2	3	10p14				170				SHGC-36813;R42352	fishClones.txt	RP11-77O20	MSD16		6231	HumArray1H4_C5	RP11-77O20
RP11-5B23	HumArray1H3_E27	10	1179	0	-0.001670	0.998843	0.015218	3	5.3	10p14				280				SHGC-37357;AF088007.1	fishClones.txt	RP11-5B23	MSD6		7069	HumArray1H3_E27	RP11-5B23
RP11-85M7	HumArray1H3_K6	10	1180	0	-0.050633	0.965512	0.024688	3		10p14				252				SHGC-211;Z16502	fishClones.txt	RP11-85M7	MSD8		7086	HumArray1H3_K6	RP11-85M7
RP11-33J8	HumArray1H4_C6	10	1181	0	0.028053	1.019635	0.000808	3	p14	10p14				261				SHGC-20585;Z54052	fishClones.txt	RP11-33J8	MSD16		7816	HumArray1H4_C6	RP11-33J8
RP11-72C6	HumArray1H3_B32	10	1182	0	-0.030020	0.979407	0.015155	3	p14	10p14				346				SHGC-33903;R00290	fishClones.txt	RP11-72C6	MSD3		8517	HumArray1H5_I33	RP11-72C6
RP11-72C6	HumArray1H5_I33	10	1182	0	0.007822	1.005437	0.014212	3	p14	10p14				346				SHGC-33903;R00290	fishClones.txt	RP11-72C6	MSD3		8517	HumArray1H5_I33	RP11-72C6
RP11-197K17	HumArray1H4_C7	10	1184	0	-0.000771	0.999466	0.021426	3	5.3	10p14				454				SHGC-10769;X58072	fishClones.txt	RP11-197K17	MSD16		8742	HumArray1H4_C7	RP11-197K17
RP11-42I17	HumArray1H3_K8	10	1185	0	-0.035324	0.975813	0.038227	2	1	10p14-10p15.1				412				SHGC-20587;Z51658	fishClones.txt	RP11-42I17	MSD8		8804	HumArray1H3_K8	RP11-42I17
RP11-35I11	HumArray1H3_K7	10	1186	0	-0.070382	0.952386	0.016742	3	-10p15.1	10p14				382				SHGC-1044;Z17170	fishClones.txt	RP11-35I11	MSD8		9558	HumArray1H3_K7	RP11-35I11
RP11-11L13	HumArray1H3_B33	10	1187	0	-0.054977	0.962610	0.014248	3	p14	10p13				546				SHGC-30300;R41885	stsMap.txt	RH51250	MSD4		12439	HumArray1H3_B33	RP11-11L13
RP11-40D12	HumArray1H3_K9	10	1188	0	-0.049787	0.966079	0.013567	2		10p13				648				SHGC-33538;T80815	stsMap.txt	RH70373	MSD8		14475	HumArray1H3_K9	RP11-40D12
RP11-61P15	HumArray1H4_C8	10	1189	0	0.051075	1.036037	0.020669	3		10p12.3-10p13				662				SHGC-1024;Z17142	fishClones.txt	RP11-61P15	MSD16		14493	HumArray1H4_C8	RP11-61P15
RP11-22K18	HumArray1H4_C9	10	1190	0	-0.004999	0.996541	0.014433	3	3-10p13	10p13				694				SHGC-3363;Z16510	fishClones.txt	RP11-22K18	MSD16		15263	HumArray1H4_C9	RP11-22K18
RP11-19L14	HumArray1H3_K10	10	1191	0	-0.046273	0.968435	0.029720	3		10p12-10p13				738				SHGC-20590;Z52361	fishClones.txt	RP11-19L14	MSD8		16560	HumArray1H3_K10	RP11-19L14
RP11-22B24	HumArray1H4_C10	10	1192	0	0.022356	1.015616	0.020115	3	13	10p12				841				SHGC-12453;M93221.1	fishClones.txt	RP11-22B24	MSD16		19108	HumArray1H4_C10	RP11-22B24
RP11-60J16	HumArray1H3_K11	10	1193	0	0.002949	1.002046	0.028266	3	2	10p12				1050				SHGC-37336;N48902	fishClones.txt	RP11-60J16	MSD8		21653	HumArray1H3_K11	RP11-60J16
RP11-34I5	HumArray1H4_C12	10	1194	0	0.041469	1.029161	0.013067	3	.2	10p12.2-10p12.3				1083				SHGC-34123;R34249	fishClones.txt	RP11-34I5	MSD16		22466	HumArray1H4_C12	RP11-34I5
RP11-230A13	HumArray1H3_E28	10	1195	0	-0.103877	0.930529	0.032319	3	2.2-10p12.3	10p12.3				1035				SHGC-5900;G17436	stsMap.txt	SHGC-5900	MSD6		22638	HumArray1H3_E28	RP11-230A13
RP11-43K6	HumArray1H3_K12	10	1196	0	0.052830	1.037297	0.052313	3	.2-10p12.3	10p12				1100				SHGC-33568;T90740	fishClones.txt	RP11-43K6	MSD8		23085	HumArray1H3_K12	RP11-43K6
RP11-18B14	HumArray1H3_E29	10	1197	0	-0.109448	0.926943	0.032630	2	0p12.3	10p12.3				1126				SHGC-34521;D59489	fishClones.txt	RP11-18B14	MSD6		23116	HumArray1H3_E29	RP11-18B14
RP11-14A8	HumArray1H4_C13	10	1198	0	0.015814	1.011022	0.019945	2	3	10p12.3				1117				SHGC-3893;G17418	fishClones.txt	RP11-14A8	MSD16		23356	HumArray1H4_C13	RP11-14A8
RP11-200C22	HumArray1H4_C14	10	1199	0	-0.011284	0.992209	0.022725	3	3	10p12.1				1140				SHGC-11041;L13689.1	fishClones.txt	RP11-200C22	MSD16		23820	HumArray1H4_C14	RP11-200C22
CTD-2108N10	HumArray1H5_O1	10	1200	0	-0.017647	0.987843	0.003062	2		10p12								SHGC-11041;BMI1	fishClones.txt	SHGC-11041	MSD37		23820	HumArray1H5_O1	CTD-2108N10
RP11-66F24	HumArray1H3_B34	10	1201	0	-0.041221	0.971832	0.014704	3	2.1	10p12				967				SHGC-30672;AF079363.1	fishClones.txt	RP11-66F24	MSD3		23906	HumArray1H3_B34	RP11-66F24
RP11-73E18	HumArray1H4_C11	10	1202	0	0.055288	1.039066	0.006186	3		10p12.2				991				SHGC-13375;T40568	fishClones.txt	RP11-73E18	MSD16		24033	HumArray1H4_C11	RP11-73E18
RP11-73J23	HumArray1H3_K13	10	1203	0	-0.022318	0.984650	0.020231	3		10p12.1				1202				SHGC-5880;G17473	fishClones.txt	RP11-73J23	MSD8		24826	HumArray1H3_K13	RP11-73J23
RP11-176P2	HumArray1H4_C16	10	1204	0	0.031069	1.021769	0.037495	2		10p12.1				1226				SHGC-3497;Z24147	fishClones.txt	RP11-176P2	MSD16		25926	HumArray1H4_C16	RP11-176P2
RP11-75N18	HumArray1H4_C15	10	1205	0	0.026643	1.018639	0.007042	3		10p11.2-10p12				1223				SHGC-17223;T89304	stsMap.txt	RH14299	MSD16		26286	HumArray1H4_C15	RP11-75N18
RP11-29I13	HumArray1H3_K14	10	1206	0	-0.092738	0.937741	0.035730	3	p12	10p11.2-10p12				1248				SHGC-2028;Z23916	stsMap.txt	RH547	MSD8		27099	HumArray1H3_K14	RP11-29I13
RP11-66P13	HumArray1H3_E30	10	1207	0	-0.085391	0.942529	0.010314	3	.2	10p11.23-10p12.1				1269				SHGC-240;Z16611	fishClones.txt	RP11-66P13	MSD6		27983	HumArray1H3_E30	RP11-66P13
RP11-218D6	HumArray1H4_C17	10	1208	1				0	.2	10p11.2-10p12				1427				SHGC-33447;T71146	fishClones.txt	RP11-218D6	MSD16		30083	HumArray1H4_C17	RP11-218D6
RP11-15H10	HumArray1H3_K15	10	1209	0	-0.104002	0.930449	0.039834	3		10p11.2-10p12.1				1477				SHGC-800;Z16729	fishClones.txt	RP11-15H10	MSD8		31617	HumArray1H3_K15	RP11-15H10
RP11-181I11	HumArray1H4_C18	10	1210	0	-0.040691	0.972189	0.006112	3	12.1	10p11.2				1544				SHGC-715;Z16565	fishClones.txt	RP11-181I11	MSD16		32758	HumArray1H4_C18	RP11-181I11
RP11-45L17	HumArray1H3_K16	10	1211	0	0.013931	1.009703	0.017469	3		10p11.2				1976				SHGC-11924;X07979	fishClones.txt	RP11-45L17	MSD8		35475	HumArray1H3_K16	RP11-45L17
RP11-70B16	HumArray1H3_E31	10	1212	0	-0.109346	0.927008	0.018964	3		10p11.2				1930				SHGC-6637;G05038	fishClones.txt	RP11-70B16	MSD6		36817	HumArray1H3_E31	RP11-70B16
RP11-48O11	HumArray1H3_K17	10	1213	0	-0.069103	0.953231	0.013750	2		10q11.1-10q11.2				2103				SHGC-13425;U69645.1	fishClones.txt	RP11-48O11	MSD8		46365	HumArray1H3_K17	RP11-48O11
RP11-20J15	HumArray1H4_C20	10	1214	0	0.005970	1.004146	0.005680	3	1-10q11.2	10q11.2				2073				SHGC-2055;Z24610	fishClones.txt	RP11-20J15	MSD16		46905	HumArray1H4_C20	RP11-20J15
RP11-127L3	HumArray1H4_C19	10	1215	0	-0.022012	0.984858	0.013309	2	1-10q11.2	10q11.2				2073				SHGC-2055;Z24610	fishClones.txt	RP11-127L3	MSD16		47035	HumArray1H4_C19	RP11-127L3
RP11-92I18	HumArray1H4_C21	10	1216	0	-0.066097	0.955218	0.009500	2		10q11.2-10q21.1				2320				SHGC-37683;N72224	fishClones.txt	RP11-92I18	MSD16		51278	HumArray1H4_C21	RP11-92I18
RP11-27P22	HumArray1H4_C23	10	1217	0	0.009717	1.006758	0.013415	3	-10q21.1	10q11.2-10q21.1				2400				SHGC-1034;Z17156	stsMap.txt	RH1108	MSD16		53391	HumArray1H4_C23	RP11-27P22
RP11-71N21	HumArray1H3_E32	10	1218	0	-0.049759	0.966097	0.005218	2	10q21.1	10q11.2				2393				SHGC-2007;Z23540	stsMap.txt	RH30785	MSD6		54434	HumArray1H3_E32	RP11-71N21
RP11-240K9	HumArray1H4_C22	10	1219	0	-0.035430	0.975741	0.022453	3	2	10q21.1								SHGC-36560	fishClones.txt	RP11-240K9	MSD16		55331	HumArray1H4_C22	RP11-240K9
RP11-67O23	HumArray1H3_K18	10	1220	0	-0.077333	0.947808	0.008510	2		10q21.1				2558				SHGC-6416;G03242	fishClones.txt	RP11-67O23	MSD8		55874	HumArray1H3_K18	RP11-67O23
RP11-133C15	HumArray1H3_K19	10	1221	0	-0.021904	0.984932	0.026620	3	10q21.1	10q21.1				2586				SHGC-3808;Z23868	fishClones.txt	RP11-133C15	MSD8		56310	HumArray1H3_K19	RP11-133C15
RP11-179B15	HumArray1H4_C24	10	1222	0	0.008589	1.005971	0.031258	3	q21.1	10q21.1				2659				SHGC-17230;T89477	fishClones.txt	RP11-179B15	MSD16		62694	HumArray1H4_C24	RP11-179B15
RP11-50A5	HumArray1H3_E33	10	1223	0	-0.082345	0.944521	0.001743	3	1.1	10q21.1-10q21.2				2687				SHGC-2013;Z23716	fishClones.txt	RP11-50A5	MSD6		63554	HumArray1H3_E33	RP11-50A5
RP11-72F15	HumArray1H4_C25	10	1224	0	-0.010446	0.992786	0.001016	2	1.1	10q21.2-10q21.3				2752				SHGC-36311;AB018283	fishClones.txt	RP11-72F15	MSD16		65471	HumArray1H4_C25	RP11-72F15
RP11-8E20	HumArray1H4_C26	10	1225	0	-0.030479	0.979095	0.010933	3	10q21.2-10q21.3	10q21.3				2780				SHGC-32854;D20800	refflat.txt	FLJ14547	MSD16		67935	HumArray1H4_C26	RP11-8E20
RP11-14I14	HumArray1H3_K20	10	1226	0	-0.031931	0.978111	0.009725	3	3	10q21.3				2823				SHGC-36251;R85607	stsMap.txt	RH33738	MSD8		68539	HumArray1H3_K20	RP11-14I14
RP11-237J7	HumArray1H4_C27	10	1227	0	-0.015986	0.988981	0.010122	3	2-10q21.3	10q21.3				2881				SHGC-17478;G08814	fishClones.txt	RP11-237J7	MSD16		70166	HumArray1H4_C27	RP11-237J7
RP11-33O2	HumArray1H5_I34	10	1228	0	-0.036891	0.974753	0.022291	3	.3	10q21.3				2944				SHGC-10261;G13650	fishClones.txt	RP11-33O2	MSD3		71857	HumArray1H5_I34	RP11-33O2
RP11-280H23	HumArray1H4_C28	10	1229	0	0.001660	1.001151	0.014845	3	2-10q21.3	10q21.3				2996				SHGC-523;M78656	fishClones.txt	RP11-280H23	MSD16		73348	HumArray1H4_C28	RP11-280H23
RP11-99D16	HumArray1H3_E34	10	1230	0	-0.053480	0.963609	0.011531	3	.3	10q21.3				3021				SHGC-357;Z16813	fishClones.txt	RP11-99D16	MSD6		73972	HumArray1H3_E34	RP11-99D16
RP11-86K9	HumArray1H4_C29	10	1231	0	-0.031423	0.978455	1000000.000000	1	21.3	10q21.3-10q22.1				3063				SHGC-6703;G17459	fishClones.txt	RP11-86K9	MSD16		74392	HumArray1H4_C29	RP11-86K9
RP11-6P16	HumArray1H3_K21	10	1232	0	-0.090924	0.938921	1000000.000000	1	21.3	10q21.3-10q22.1				3089				SHGC-35892;X66957	fishClones.txt	RP11-6P16	MSD8		75735	HumArray1H3_K21	RP11-6P16
RP11-52K17	HumArray1H3_E35	10	1233	0	-0.093685	0.937126	0.052713	2	0q22.1	10q21.3				3139				SHGC-3803;Z23816	fishClones.txt	RP11-52K17	MSD6		75957	HumArray1H3_E35	RP11-52K17
RP11-104F15	HumArray1H4_C31	10	1234	0	0.000231	1.000160	0.015452	3	.1	10q22.1				3176				SHGC-30283;R40656	fishClones.txt	RP11-104F15	MSD16		76801	HumArray1H4_C31	RP11-104F15
RP11-41F17	HumArray1H4_C30	10	1235	0	-0.087901	0.940891	0.006939	3	.1	10q22.1				3160				SHGC-2006;Z23531	fishClones.txt	RP11-41F17	MSD16		77078	HumArray1H4_C30	RP11-41F17
RP11-29P24	HumArray1H3_K22	10	1236	0	-0.098791	0.933815	0.033070	3		10q22.1				3195				SHGC-36893;L41560.1	fishClones.txt	RP11-29P24	MSD8		77193	HumArray1H3_K22	RP11-29P24
RP11-58O1	HumArray1H4_C32	10	1237	0	-0.005452	0.996228	0.010307	3	2.1	10q22.1				3223				SHGC-3186;G17411	fishClones.txt	RP11-58O1	MSD16		77684	HumArray1H4_C32	RP11-58O1
RP11-69I18	HumArray1H4_C34	10	1238	0	-0.016620	0.988546	0.027715	3	2.1	10q22				3286				SHGC-3192;G17412	fishClones.txt	RP11-69I18	MSD16		77971	HumArray1H4_C34	RP11-69I18
RP11-50K4	HumArray1H4_C33	10	1239	0	-0.042394	0.971042	0.001038	2	2.1	10q22.1				3235				SHGC-2040;Z24137	fishClones.txt	RP11-50K4	MSD16		78186	HumArray1H4_C33	RP11-50K4
RP11-28E3	HumArray1H3_E36	10	1240	0	-0.131043	0.913171	0.022082	2		10q22.1				3258				SHGC-3413;Z17000	fishClones.txt	RP11-28E3	MSD6		78506	HumArray1H3_E36	RP11-28E3
RP11-282N18	HumArray1H3_K23	10	1241	0	-0.005366	0.996287	0.062412	3	.1	10q22				3416				SHGC-17474;G08816	stsMap.txt	CHLC.GATA87G01	MSD8		79387	HumArray1H3_K23	RP11-282N18
RP11-152N13	HumArray1H4_C35	10	1242	0	0.055090	1.038924	0.029865	3	.1	10q22.2				3363				SHGC-15340;T83722	fishClones.txt	RP11-152N13	MSD16		79608	HumArray1H4_C35	RP11-152N13
RP11-62E15	HumArray1H3_F1	10	1243	0	-0.054957	0.962623	0.012569	2	2.2	10q22.2				3481				SHGC-13520;T50105	fishClones.txt	SHGC-13520	MSD6		80558	HumArray1H3_F1	RP11-62E15
RP11-243C1	HumArray1H4_C36	10	1244	0	0.060967	1.043165	0.014498	2	2	10q22.2				3481				SHGC-13520;T50105	fishClones.txt	RP11-243C1	MSD16		80558	HumArray1H4_C36	RP11-243C1
RP11-112F5	HumArray1H4_D1	10	1245	0	0.004171	1.002895	0.040787	3	.2	10q22.2				3576				SHGC-716;Z16566	fishClones.txt	RP11-112F5	MSD16		82648	HumArray1H4_D1	RP11-112F5
RP11-45P20	HumArray1H4_D2	10	1246	0	0.056018	1.039592	0.052954	3		10q22.3				3609				SHGC-20613;Z53743	fishClones.txt	RP11-45P20	MSD16		83826	HumArray1H4_D2	RP11-45P20
RP11-19C18	HumArray1H4_D3	10	1247	0	0.072478	1.051521	0.048820	3	.3	10q22.2-10q22.3								SHGC-13504	fishClones.txt	RP11-19C18	MSD16		84010	HumArray1H4_D3	RP11-19C18
RP11-17O5	HumArray1H3_K24	10	1248	0	-0.043648	0.970198	0.011434	3	.3	10q22.2				3621				SHGC-2056;Z24614	fishClones.txt	RP11-17O5	MSD8		84400	HumArray1H3_K24	RP11-17O5
RP11-78F9	HumArray1H4_D4	10	1249	0	0.048844	1.034435	0.012324	3		10q22.3				3712				SHGC-243;Z16693	fishClones.txt	RP11-78F9	MSD16		86357	HumArray1H4_D4	RP11-78F9
RP11-31L4	HumArray1H4_D5	10	1250	0	-0.007401	0.994883	0.016558	3	.3	10q22.3-10q23.1				3727				SHGC-11186;M80254.1	fishClones.txt	RP11-31L4	MSD16		87061	HumArray1H4_D5	RP11-31L4
RP11-2044M21	HumArray1S1_B32	10	1251	0	0.043124	1.030342	0.000979	2		10q23.3								WI-18385	stsMap.txt	RH51570	MSD35		88262	HumArray1S1_B32	RP11-2044M21
RP11-93O23	HumArray1H4_D6	10	1252	0	0.048268	1.034023	0.025642	3	1	10q22.3-10q23.1				3773				SHGC-528;M62127	fishClones.txt	RP11-93O23	MSD16		89002	HumArray1H4_D6	RP11-93O23
RP11-284D10	HumArray1H4_D7	10	1253	0	0.051420	1.036284	0.062259	2	23.1	10q23.1				3896				SHGC-2015;Z23759	fishClones.txt	RP11-284D10	MSD16		92252	HumArray1H4_D7	RP11-284D10
RP11-9M11	HumArray1H3_K25	10	1254	0	-0.054189	0.963135	0.001047	2	23.1	10q23.2				4010				SHGC-526;M62080	fishClones.txt	RP11-9M11	MSD8		95815	HumArray1H3_K25	RP11-9M11
CTB-46B12	HumArray1H5_O2	10	1255	0	-0.018913	0.986976	0.016690	3		10q23								U93051;MMAC1 / PTEN	refflat.txt	PTEN	MSD37		96937	HumArray1H5_O2	CTB-46B12
RP11-129G17	HumArray1H3_F2	10	1256	0	-0.084869	0.942870	0.006416	2	.1	10q23				3942				SHGC-2010;Z23549	fishClones.txt	RP11-129G17	MSD6		97226	HumArray1H3_F2	RP11-129G17
RP11-67L13	HumArray1H4_D8	10	1257	1				0	1	10q23				4192				SHGC-37185;N33551	fishClones.txt	RP11-67L13	MSD16		100075	HumArray1H4_D8	RP11-67L13
RP11-79M5	HumArray1H4_D9	10	1258	0	0.010162	1.007069	0.017191	3	1	10q24.2				4376				SHGC-31032;H83918	fishClones.txt	RP11-79M5	MSD16		104747	HumArray1H4_D9	RP11-79M5
RP11-8D20	HumArray1H3_K26	10	1259	0	-0.057792	0.960733	0.041201	3	1	10q23-10q24				4397				SHGC-9747;K01919.1	fishClones.txt	RP11-8D20	MSD8		105867	HumArray1H3_K26	RP11-8D20
RP11-123G19	HumArray1H4_D10	10	1260	0	0.046500	1.032757	0.018526	3	.1	10q23.3-10q24.1				4435				SHGC-15226;T78920	fishClones.txt	RP11-123G19	MSD16		106880	HumArray1H4_D10	RP11-123G19
RP11-19K9	HumArray1H3_F3	10	1261	0	-0.050957	0.965296	0.044689	3	q23.3-10q24.1	10q24.2				4472				SHGC-32394;R60584	fishClones.txt	RP11-19K9	MSD6		107481	HumArray1H3_F3	RP11-19K9
CTD-2022D20	HumArray1H5_G33	10	1262	0	-0.092497	0.937898	0.015203	3	3-10q24.1	10q23.3					465.49			stSG26670;HPS	fishClones.txt	CTD-2022D20	MSD32		107975	HumArray1H5_G33	CTD-2022D20
RP11-80H11	HumArray1H4_D11	10	1263	0	0.057518	1.040674	0.016722	3	3	10q24				4493				SHGC-34176;R62362	fishClones.txt	RP11-80H11	MSD16		109267	HumArray1H4_D11	RP11-80H11
RP11-4G4	HumArray1H3_K27	10	1264	0	-0.004129	0.997142	0.023834	3	0q24	10q24				4506				SHGC-17231;T89578	fishClones.txt	RP11-4G4	MSD8		109508	HumArray1H3_K27	RP11-4G4
RP11-260L2	HumArray1H4_D12	10	1265	0	0.093781	1.067163	0.043457	2	0q24	10q24.3				4554				SHGC-30533;F04417	stsMap.txt	RH51078	MSD16		109863	HumArray1H4_D12	RP11-260L2
RP11-34D15	HumArray1H4_D14	10	1266	0	0.020105	1.014033	0.045267	3		10q24.3				4604				SHGC-2054;Z24596	fishClones.txt	RP11-34D15	MSD16		109952	HumArray1H4_D14	RP11-34D15
RP11-37L21	HumArray1H4_D13	10	1267	0	-0.024296	0.983301	0.024652	3	1	10q24.2-10q24.3				4573				SHGC-32265;F10278	fishClones.txt	RP11-37L21	MSD16		110674	HumArray1H4_D13	RP11-37L21
RP11-105N15	HumArray1H4_D15	10	1268	0	0.031200	1.021862	0.022068	3	q24.2-10q24.3	10q24.2				4617				SHGC-32623;H91707	stsMap.txt	RH51199	MSD16		111499	HumArray1H4_D15	RP11-105N15
RP11-21N23	HumArray1H3_K28	10	1269	0	0.008142	1.005660	0.029436	3	4.2	10q24.3				4642				SHGC-2946;D21262	stsMap.txt	RH8913	MSD8		111999	HumArray1H3_K28	RP11-21N23
RP11-16H23	HumArray1H3_F4	10	1270	0	-0.004592	0.996822	0.022619	3	10q24.3	10q25.1				4756				SHGC-31986;U28250.1	fishClones.txt	RP11-16H23	MSD6		114343	HumArray1H3_F4	RP11-16H23
RP11-287G20	HumArray1H4_D16	10	1271	0	0.076857	1.054718	0.069705	3	24.3	10q24-10q25				4796				SHGC-5315;Z23548	fishClones.txt	SHGC-5315	MSD16		114640	HumArray1H4_D16	RP11-287G20
RP11-128H11	HumArray1H3_K29	10	1272	0	-0.078826	0.946828	1000000.000000	1	4.3	10q24-10q25				4892				SHGC-2001;Z23432	fishClones.txt	RP11-128H11	MSD8		116153	HumArray1H3_K29	RP11-128H11
RP11-41D21	HumArray1H4_D17	10	1273	0	-0.031980	0.978077	0.017505	3	q25	10q25.1				4968				SHGC-31312;H91829	fishClones.txt	RP11-41D21	MSD16		116860	HumArray1H4_D17	RP11-41D21
